text,intent,label
aripiprazole is a good medicine for the treatment of schizophrenia. how long is the treatment motorbike of aripiprazole?,applicable disease,0
"last year, i had a severe cold and cough, and the medicine didn't work. after the summer, i stopped coughing. in the early summer of this year, i started coughing again, and i always wanted to cough involuntarily. , brain pain",symptoms,6
how archaic is neptune vitoryl cod liver oil mild capsules suitable for?,usage,9
what are the drugs for endocrine therapy of breast cancer,applicable disease,0
let me first ask how to take eszopiclone tablets. is it better to take it every day or every few days?,usage,9
"i want to ask what is the cause of bifurcation in urine, and how should it be treated?",ask more,1
"hello, i've been feeling nuisance in the odd side of my stomachache and a lilliputian painfulness in my waist these days. what's the motive?",disease manifestations,4
what should i do if the child has dry stool?,treatment,7
"i have always suffered from mitral regurgitation, but the doctor said that my condition is ok. during this review, it was found that my left ventricle had hypertrophy. i wanted to ask, why does mitral regurgitation make the left ventricle hypertrophy?",cause,2
"i have been to the emergency room at busamed hospital on thursday and was treated for a tummy bug, since then i have developed a fever and body aches and tiredness, i would like to know where can o go to be tested for covid 19?",usage,9
it hurts when i urinate,disease manifestations,4
is pupil size equal to the diagnostic criteria for brain herniation,disease manifestations,4
what to do if a pregnant woman has piles,treatment method,8
do you have any idea how long novel coronavirus stays on cash money?,definition,3
"brain trauma epilepsy, as the name suggests, is a kind of epilepsy caused by traumatic brain injury. experts from the epilepsy hospital said that we need to pay attention to epilepsy due to brain trauma, and choose the correct means to treat it. then, traumatic brain injury how should epilepsy be treated",treatment,7
hello.. is sertraline hydrochloride tablets useful for treating depression without a history of mania? how should i have it?,ask more,1
"hello, this is the case. i have been urinating frequently recently, can i drink sanjin tablets? frequent urination, urgency and pain in urination",treatment method,8
what to do with the belly?,treatment,7
"ane have a small meat ball in my anus, what's it that wounding?",definition,3
is it useful to eat small golden pills if there are small bumps on the testicles? what should i do? i am worried,usage,9
a friend has been feeling numb in her limbs and soreness in her waist and legs recently. can i use waist and leg pain pills to treat it?,applicable disease,0
what should i do if there is a big soy lump on the anus,treatment method,8
what is the effect of taking it together? will it affect the development of intelligence? can it be taken for a long time?,ask more,1
what should i do if allergic asthma recurs,treatment,7
live richly diastolic blood pressure supremo blood pressure?,definition,3
how to heal hemorrhoids by themselves,treatment,7
what should i do if my stomach hurts,cause,2
have recently been diagnosed with fibromyalgia and a mannose-binding lectin deficiency (low range). how likely am i to have a life threatening complications should i contract covid19?,usage,9
"hello, may i ask, what's the matter with my frequent urination? the effect is better?",ask more,1
is bronchiectasis cancer?,definition,3
"epilepticus is a difficult, episodic, and relatively transient central flustered system dysfunction provoked by the unnatural dismission of compound hypersynchronous mind nerve cells. consciousness, twitching of limbs, foaming at the mouth, upturned eyes, etc.",disease manifestations,4
the child is over two years one-time and has frequent prematurely atrial contraction. the physician stipulated xinganbao abridgment. the child was bring spleen aminopeptide before. now i do not recognise if the two medicate can be taken together,usage,9
what's with the pericardial shrill?,definition,3
my mother is 45 years old and has suffered from insomnia and dreaminess in the last month. can dizziness and dizziness be improved by taking guipi pills?,applicable disease,0
"i want to ask, can sanjieling capsule treat thyroidal cyst?",applicable disease,0
is it normal for a children to be too young at 31 weeks due to high line pressure,symptoms,6
what causes the bleeding in the stool,cause,2
"the child will take the college entrance examination the day after tomorrow. he startle to collar a coldness two days ago. today, he has a runny nose and phlegm in his throat. what medicine should i take?",applicable disease,0
"the swollen gums cause migraines, the face is swollen and the neck hurts. do i really need to project a doctor? what should i do?",treatment,7
"name: brent age: 22 sex: male symptoms : i have a cough that seems to be reccursive. it occurs usually at nightime, or if i gave a very intense sneeze or laugh. when this cough occurs, it is very dry, that it would sound like a yelping dog. also, besides cough, i do experience a reccursive runny nose, sometimes coupled with watery red eyes and itchy throat. the runny nose discharge is transparent, almost like saliva or tears. ironically, after a while, these symptoms would disappear, and when they do disappear, i feel completely normal. i have already consulted a doctor and was diagnosed of allergic rhinits. she adviced me to take anti histamines, either zirtec or iterax, which ever do i prefer. unfortunately, it works at often but not at all times. how many days?:reccursive cough has been going on since april of this year. as for the runny nose, since november of last year allergies: not that i know of, when i was five years old, i remember being diagnosed of primary complex, but was able to be treated before it goes into something else. also, tb runs in the family, as my uncle had it before, and so as my mom (although the doctor said it was already a scar). as for me, 2009 was a stressful year. there were months, when my hours of daily sleep was only around 3 to four hours due to school work. also, for a period of time i was involved in smoking, although it has been a month since i stopped. doctor, i would just like to know what are the chances of me, acquiring respiratory illness like pneumonia or tuberculosis, or development of asthma? also, if i get to consult a doctor personally with my parents, will the doctor be able to detect my past smoking habit, based on the procedures he will do, or with tests that he will recommend like xray? the truth is, i am hesitant to go to a medical clinic, because my parents have to accompany me, and i am afraid that the doctor might make ""bisto"" towards my parents, as they don't know that i do smoke. but i do really want to seek medical attention. besides the incovenicence of symtpoms, i am worried that it might be something serious. hoping for a share of your brilliant expertise. thank you doctor and good day.",symptoms,6
what is the cause of traumatic subarachnoid hemorrhage,cause,2
what should i do if my 3-month-old baby doesn't poop for 2 days,method,5
"doctor, hello, i have a cold recently. i'm sweating all the time, and i have a terrible cough. i have taken all the medicines for cough and cold, and also the anti-inflammatory drugs, but it doesn't work. what should i do?",treatment,7
"hello, i ate soy milk and steamed buns for breakfast before the test, and my blood sugar is high at 38 weeks of pregnancy. is 2.96 dangerous?",symptoms,6
"howdy, my mom is swollen all over. she had an electrocardiogram done at a small outpatient clinic at habitation, and she said it was cardiac lobe hypertrophy, but iodine did not inspection other aspects! could it be the edema make by divergent aspects?",disease manifestations,4
what's going on with postherpetic neuralgia,definition,3
"hello, i feel a little pain when urinating is well-nigh over, what medicine should i take?",treatment,7
can potato chips cure hemorrhoids. can raisins cure hemorrhoids?,treatment method,8
"hello doctor, i suddenly found a row of small particles on my labia in the past two days, a lump of flesh above the vaginal opening, smooth and soft, and itching in the vulva. i haven't had intercourse for more than a month. is it condyloma acuminatum?",disease manifestations,4
"i went to the hepatitis b ward and stayed for a few days...but i have hemorrhoids and my butt bleeds on the toilet,,, but the ward is a flush toilet, there is water storage, and it splashes on my butt when it is convenient. will it be contagious? ?",ask more,1
which hospital in shanghai is as good for treating hemorrhoids? what to eat? can you eat fried foods? can you eat meat? is it because of touching the fire? can you eat greasy food? how to cure it?,ask more,1
"the bones in the back and shoulders are very painful. there is some grief all over the body. the limbs are a fiddle swollen, and there's no runny nose. it was very painful when i touched it last nocturnal, and my breathing was a piffling painful. what's inopportune?",disease manifestations,4
how to dainty viral gastroenteritis,method,5
i feel like my chest is congested and it hurt when ane remainder. it's very uncomfortable and i want to vomiting,disease manifestations,4
"excuse me, how many pills are better to postulate at a time?",usage,9
is sinus tachycardia t wave change a heart disease,disease manifestations,4
"hello, i've been feeling pain in the odd side of my stomachache and a little painfulness in my waist these days. what's the motive?",disease manifestations,4
"see a doctor, cannot i change the prescription of shaofu to eat xuefu zhuyu capsules? that's a alright effect.",usage,9
"doctor, what should i do after i urinate",treatment method,8
what are the indications for zoloft? who can use it?,applicable disease,0
pimples on the face and irregular menstruation. i don't know what to do.,treatment,7
i ate wenxin granules and found out later that i was pregnant. what should i do? by what method?,ask more,1
may i ask how tuberculous vaginitis is caused?,cause,2
"the inner side of the labia majora is not tranquil and there are dense fleshy particles, why? i don't know what it is, but there are fleshy corpuscle on it that looking like condyloma acuminatum, isn't it?",ask more,1
"the hypothyroidism was checked at the city hospital, and the doctor prescribed levothyroxine tablets from leitis. i extend to review it again and shoot another box. now unity have finished eating. behind sodium thyroxine tablets be used as a substitute for latitis? or can i only produce lattis at the city hospital?",ask more,1
"after starting work, i have suffered from a nervous headache. it is always good and bad for a while, and the pain is very uncomfortable. what kind of medicine can i take?",treatment method,8
can shensong yangxin condensation be used to treat premature atrial contractions?,cause,2
itchy pharynx and lightweight cough,symptoms,6
"make metoprolol tartrate 25mg pad, once in the morning and once in the evening, for two olds, blood pressure 257/102, heartland rate 72, iodine got a little short of breath in the morning, can i stop the medicine?",usage,9
"accidentally fell down, and now the knee is bruise and swollen. does yunnan baiyao aerosol work?",applicable disease,0
"excuse me, how can i treat annoying stomach cramps when i'm nervous?",treatment method,8
"i have not had a colonic movement for assorted days. although this happened in the preceding, it would return two days at most, but this metre it is been three days, and my abide hurts. others enounce it may be the rectum precipitate off and the rectal what are the clinically symptoms of shedding?",symptoms,6
"some time ago, i was always drinking, and i felt angina pectoris after drinking. i still feel short of breath for the past two days, and my heartbeat is very fast. i went to the hospital for examination and said it was sudden acute myocardial crisis. want to know the emergency response of recurrent acute myocardial infarction. what are the limits?",treatment method,8
"i practice gymnastics. a few days ago, i started to find that my eye would be pounding dead, and then it would press on my chest and prepare me cough",cause,2
"hello, i want to ask, the sprained foot is a footling swollen, what kind of medicine is better to use, can yunnan baiyao spray ferment?",applicable disease,0
what to do with diarrhea,treatment,7
"in recent years, the incidence of epilepsy is getting higher and higher, and there are no restrictions on the number of people affected, and children are among the high-risk groups. many people have suffered from childhood epilepsy, and epilepsy is very harmful, so to actively treat, what are the treatment methods for childhood epilepsy?",treatment method,8
"chest pain, no symptoms, ct is fine, electrocardiogram is fine, blood routine is fine",cause,2
"after three days of hanging bottles, today the urine test doctor said it is normal",treatment,7
"vaginal itching is not good, discharge particles? smells heavy",disease manifestations,4
"there is a row of minuscule happen on the lower edge of the glans, it hurts a little to touch, i don't bang if it is condyloma acuminatum, and the scrotum is more prone to dampish heat, and it often itches. iodine haven't taken it seriously, and i don't know what to do. consultation.",definition,3
"pregnant women suffer from knee discomfort and can't sleep, what should i do? i'm more than 32 weeks pregnant now, what should i do?",ask more,1
"i would comparable to ask, what is the cause of urinary tract infection? how to solve it?",ask more,1
"i have been hyperglycemic for two years. hollow 12, nought",method,5
what is the medicate for hypertensive edema?,treatment method,8
can people with heart disease eat cystine,applicable disease,0
how many boxes of zoloft is a feed of treatment?,applicable disease,0
do single need surgery if i have uterine fibroids?,method,5
"the baby is more than a month old, can i feed her glucose and glutinous rice flour??",ask more,1
"congestion and edema of sigmoid colon and proctitis, seek good treatment prescription",treatment,7
what to do with breastfeeding hemorrhoids?,treatment,7
"fuyang is the best hospital for epilepsy treatment?? my husband and i have been marital for many years, and have never dared to have tyke, just because i have primary epilepsy. if ane want a baby, will i? testament it be fall on to children? is the genetic problem of primary epilepsy very serious?",ask more,1
"then how to diagnose whether it is condyloma acuminatum? i am behold a doctor with lotion and recovering gel now, and the doctor suggested that i have been accept medication and the physician tell it is not like condyloma acuminatum!",symptoms,6
set neurofibromatosis require surgery?,method,5
what is cervical precancer,definition,3
"my child already has a hemangioma on his hand, how can i control it? i found that the child has a hemangioma for more than 2 months, a hemangioma the size of a coin. what is the best treatment time for an infant in inner mongolia with a hemangioma?",treatment,7
does xiaoyao pills work for endocrine disorders?,applicable disease,0
"thick tongue siding, prohibitionist bm",definition,3
what is the reason of viral encephalitis,cause,2
what is the best medicine for female urethritis,treatment,7
whar is interstitial pneumonia,definition,3
"may i ask if there are many scant blank office on the clitoris, are they condyloma acuminatum? how to treat?",symptoms,6
hello; what are the main symptoms and ingredients of gulicang tetramenaquinone soft capsules?,ask more,1
", my childthe left side is v millimeters higher than the right face, what is lead on? i have a hemangioma on the left side of my child's face, could it have algo to do with it? how to address domestic mongol baby with hemangioma on the face?",symptoms,6
"the quality of sleep in the past two days is too poor, and i can't sleep all night. what should i do? will it affect the fetus?",ask more,1
can diclofenac sodium enteric-coated tablet be taken with maca?,usage,9
what is the global best medicine for angina pectoris,treatment method,8
"runny nose, sneeze, ten days,",disease manifestations,4
is anal pain a symptom of colon cancer or hemorrhoids? where is the location of colon cancer?,ask more,1
"excuse me, what is the topic with the pain in the bequeath labia minora?",definition,3
"a two-year-old and ten-month-old child has been coughing for three months and it is difficult to cure, what should ace do?",method,5
how often do you make cod liver oil? the baby is 6 months old. i want to render him cod liver oil to supplement vitamins. how about choose it more often?,ask more,1
"howdy! i'd like to ask, my father's blood sugar cannot go down??? what sorting of medicine do i use? terminate diabolo capsules collaboration?",method,5
what should be salaried attention to in daily iife of tussah pupa encephalopathy,method,5
how does vantele work on ankle sprains?,applicable disease,0
"how to treat genital herpes, inquire for guidance, how lots is the cost, can genital herpes be cured, i just found out, i'm so scared now",treatment,7
what examine should be done for pattern pressure hydrocephalus in the ancient,method,5
"the child always has diarrhea, what to do",treatment,7
how should urethritis be treated?,treatment,7
what are the 1st aid methods for airway impediment in penetrating myocardial infarction?,method,5
"apologies me, menstruation has always been pattern, what's the matter with one days belated this month?",disease manifestations,4
i've recently verified interstitial pneumonia for nearly two yr. i have been get from chest pain and cough. a boyfriend said that you have seen it. embody there chest pain in interstitial pneumonia?,disease manifestations,4
"bought for the elderly, blood pressure and blood sugar are a bit high, i would like to know what are the effects of relina soy lecithin? are there any side effects?",ask more,1
i've been married for more than a year and haven't paid attention to these few days. i found that the vaginal opening feels granular. is it condyloma acuminatum?,symptoms,6
"the skin was frayed last night, and this morning i found yellow water left. what kind of medicine should i use to disinfect it?",treatment method,8
i am 63 living in jhb and have had a tight chest and sore throat and wet cough for more than a week ?,symptoms,6
my friend is 33 years old with myocardial infarction. will myocardial infarction lead to death? can taking isosorbide dinitrate tablets relieve the disease?,ask more,1
what is cerebral infarction,definition,3
"diabetes, i'm taking jinlida menke now, what genre of medicine do you want to modify?",method,5
"i'm often thirsty recently, and i routinely eat a petty too much. it is caused by thirst, and i commonly hitch to the potty all day. how should i implement diabetes to treat it?",usage,9
how to care for hemorrhoids after surgery,method,5
i recently read a report that people with diabetes are specifically prone to senile diabetic nephropathy in archaic age. i wishing to savoir what're the symptoms of senile diabetic nephrosis?,symptoms,6
what's wrong with brain herniation,cause,2
"there is a shadow in the right lung, you will know it when you go to it",disease manifestations,4
i want to inquire if you can engage wenxin granule directly with water instead of rinsing them in a cup,usage,9
hello! how long after vaccination can i renting longmu zhuanggu granules? what is the dosage?,usage,9
i have been taking antihypertensive drugs and coronary heart disease drugs. now i get up and get down a little dizzy and weak. the blood pressure is about 90 high pressure and low pressure is about 50. can i stop the antihypertensive drugs.,usage,9
what medicine should i payoff for pus from the urethra,applicable disease,0
"hello, i have some leg pains recently. i would corresponding to ask, do celitex adenosine cobalamin tablets and vitamin b plow leg pains?",applicable disease,0
"what to do if you have a fever, muscle pain, joint pain, cough and runny nose",treatment method,8
"chest cr tightness, high blood pressure and arrhythmia",ask more,1
trailing i absorb calcium without cod liver oil?,usage,9
i started having stomach pains when i was five and a half months pregnant,disease manifestations,4
"because i travel a lot for business, i don't know why, and now there is a pale white patch on my arm, the kind with unclear borders, which is vitiligo after examination.",disease manifestations,4
is it normal to measure anus 38.5 for a child,definition,3
"it's been 20 days, and the amount of brown lochia is more than last time. what is the disease? what kind of medicine should i take?",ask more,1
what kind of medicine is alprostadil? how can i treat it better?,ask more,1
"my boyfriend got condyloma acuminatum ten years ago, he said it's gone now. but i've been with him for a year, and it was found to be condyloma acuminatum in october. could it be he infected me? is this possible? i have poor resistance.",cause,2
"hello, i would like to inquire what the drug zopiclone can be used for?",applicable disease,0
what are the symptoms of pulmonary fibrosis?,symptoms,6
what to do if something grows in the anus,treatment method,8
"male, 47 years old. he has endured from copd for more than five years. he often feels chest tightfistedness, shortness of breath, difficulty eupnoeic, and exasperate at nocturne. please ask a physician, what is the best treatment for copd.",method,5
how should folic vitriolic be supplemented?,method,5
how much is the usage or dosage of shanxiong wantong jin-bone tablets?,usage,9
whereof is pericardiac metastasis,definition,3
"my son suffers from rectal prolapse, no blood. taking gall seeds orally or externally is ineffective. it's getting more and more serious. there is blood in 5 cm, and there is water leakage from the anus. how to treat?",treatment,7
what is gestational hypertension?,definition,3
"how to revert compound zinc cloth granules for a 2-year-old indulge weighing 28 kg, how to take compound zinc cloth granules for only a one baby weighing 15 kilogram",usage,9
what is the suit of multiple cerebral infarction?,cause,2
practise high blood pressure cause palpitation,disease manifestations,4
"hello, i want to take that my partner has a agony in urination, what should i do?",disease manifestations,4
"frequent urination, urgent urination, waiting for urination, what should one do?",treatment,7
"does eating this help your height, calci's, will it assistant?",applicable disease,0
what should ace do if constipation is especially serious in bazhong public hospital,treatment,7
how to better the stomach,treatment method,8
"hello! my grandma is stomach from myocardial coronary, what medicine can i take to treat myocardial infarction?",method,5
"i want to ask, i'm not in good spirits, urinating frequently, incessantly, and sometimes with back pain, i don't know why?",cause,2
what's the matter with cerebellopontine angle meningioma,definition,3
"i would like to ask, what is the cause of urinary tract infection? how to solve it?",ask more,1
"female, ane had a foreign agencies hero in the throat some time ago, and the laryngoscopy in the hospital was a hemangioma. the foreign body sensation vanishing after lead medecine, and it may be raw. the clinic recommends laser treatment. is it abominable for infants in inner mongolia to make hemangioma? we think bear you whether the chinese medication can become smaller or vanishing.",method,5
can depression ocd be cured,treatment,7
i'm 18 years old and i feel like i can't stop urinating,disease manifestations,4
"hello doctor, can my mother take amica salvia miltiorrhiza tea if she has high blood pressure??",cause,2
what are the treatment and prevention methods for hydropneumothorax?,ask more,1
can the herpes virus infect from the anus to the digestive system and even the all body?,cause,2
"what's the matter with the pain in the temples in the nose, what is the serious way to relieve the ail in the eleventh week of pregnancy?",treatment,7
hello! can jiawei qing'e pill be effective in preventing osteoporosis in middle-aged and elderly people?,applicable disease,0
embody cesarean division prone to autistic?,definition,3
what should i do if i have enteritis during lactation?,treatment method,8
i was recently diagnosed with pneumonia. i had pneumonia when i was a baby but never since. i was shocked when i heard the diagnosis. the symptoms became apparent on march 28. i began taking doxycycline monohydrate on monday april 3 and must take them for seven days. i am mega healthy and have not been sick in years. i can t even remember the last time i was sick. this has really knocked me out. i have zero energy and very little appetite. how does pneumonia manifest in the lung and how does bacteria get in there? how long will it be until i recover? i am really having a hard time with this. help!,ask more,1
"86 days, what should i do if my spoil doesn't poop for 3 days? breastfeed",treatment method,8
"si miao pill is learn 2 period a day. because i did not read the directions, i took it 3 times a day. if i ingest it for 6 days, will there be any noxious event?",usage,9
"excuse the doctor, what is the cause of fecal bleeding",cause,2
"baby spit up routinely and sometimes out of the poke, is this a problem?",symptoms,6
which hospital in shanghai is good for treating hemorrhoids? what to eat? bum you eat fried foods? can you eat nitty-gritty? is it because of the fire? canful you eat greasy food? how to cure it?,ask more,1
"hello, i would like to know, what are the symptoms of kidney stones? not sure",symptoms,6
mode to dainty brain atrophy?,method,5
"i wiped my stool this morning. there was a lot of blood on the paper when i was urinating. the blood was gone. at first i thought i came to m, but i didn't want to know what the situation was, so i was afraid to go to the hospital",cause,2
what should i do if i don't sleep well during pregnancy? what should i do if i always feel back pain and can't sleep?,treatment,7
"i have been losing appetite for the past two days, and i feel sleepy every day. i feel weak and have no appetite for eating. i feel that my body has become very bad. i heard that it may be acute pericarditis, but i am not sure. what are the characteristics of acute pericarditis?",symptoms,6
the urethra is puffy and heat,symptoms,6
"i have had gout for several years, and it has not been cured. equal there any manner to treat it",treatment,7
can i eat hui ting at 9 in the morning?,usage,9
hello doctor! i would like to ask whether i should deal clopidogrel hydrogen sulfate tablets for a tenacious time in the event of myocardial infarction?,applicable disease,0
does dax require surgery?,method,5
"i have been wanted to go to the lav for the past carburettor jours. i've the urge to make but no urine, and i've symptoms of low back pain. is it a urinary tract infection?",symptoms,6
"the best epilepsy hospital doctor in kunming? when i expire home yesterday, i construe the baby next door suddenly fell to the ground and convulsed. i was terrified. it lead a few minutes for the child to return to normal. i don't know what happened. the neighbour said that the child has epilepsy. what should epileptic patients usually pay attention to?",ask more,1
"buttocks hemangioma be diagnosed? considering the diagnosis of hemangioma by semblance doppler ultrasound, thank you, do you motive further diagnosis? it grows on my child's collier. can a lymphatic hemangioma in an infant in interiors croatia be cured?",method,5
what's up with disparity asthma?,definition,3
"excuse me, what happened when the menstrual cycle amend to 9 days?",symptoms,6
"excuse me, what's wrong with the old man who can't wee? is there any first aid?",treatment method,8
"in mid-march this year, after eating bamboo shoots for two weeks, the stomach pain got better for a while. the stomach started to hurt again a few days ago. i caught a cold yesterday. under the stomach, doctor, should i go to the hospital for a checkup?",treatment,7
children oftentimes have breadbasket ache and are in a hurry,method,5
"a four-year-old child is sweating profusely when he moves, and a four-year-old girl, no matter what the weather, is sweating profusely! it's easy to catch a cold! cough, panting!",symptoms,6
my aunt has heart palpitations and has been using buchang wenxin granules for 3 days. do i need to change the tog?,treatment,7
how does copd exercise lung functioning?,method,5
what does prolapse of haemorrhoid mean?,definition,3
"the hemorrhoids fall off, the epidermis becomes black, festering, it hurts to walk, and it comes out after being squeezed in. i don't want surgery. how to treat conservatively?",treatment,7
"hello doctor, iodin suddenly found a row of small particle on my labia in the past two days, a lump of flesh above the vaginal opening, smooth and sonant, and itching in the vulva. i haven't had relation for more than a month. is it condyloma acuminatum?",disease manifestations,4
"last week, i took my grandma to the hospital for a routine check-up. the result was atrial fibrillation. the doctor suggested that we function home to recuperate, but 1 was worried that the family would not be able to recuperate. i would ilk to have my gran hospitalized for treatment. hospitalization?",treatment method,8
"recently, i have been feeling unwell all over my body, and i can't tell where i am. sometimes i feel angina pectoris. some friends say that it may be an acute myocardial infarction. i would like to know what are the emergency treatment methods for acute myocardial infarction?",treatment method,8
quoi is the mental disorder assort with hyperthyroidism,definition,3
"which epilepsy hospital in zhengzhou can heal epilepsy? when i was in elementary school, i had a fight with my classmates. as a result, ace fell to the ground and kept convulsing and foaming. i was sent to the hospital to be diagnosed with epilepsy. since then one have been excruciation from epilepsy. i have been going to various hospitals for treatment, but it has not been very effective. instantly it is time to obtain married. i deficiency to know if this disease can be cured?",treatment,7
"my baby is 11 months old, and has been coughing for half a month. he still has a runny nose, that kind of yellow thick nasal discharge. i have been taking medicine before and it has improved, but it became serious a few days ago, and i just hit it. 4 days of needles, still not getting better. i don't know what to do.",treatment,7
"hello, shufeng dingtong pill is mainly used for what disease can i take it for how long. thank you",usage,9
"i'd adores to consult a repair, this 25-year-old, can i take mirtazapine tablets for depression?",usage,9
"if you've been infected by sars-cov-2, develop covid-19 symptoms and recover, can you: 1) develop immunity to covid-19 2) infect others after 14 days post-symptom onset & recovery 3) get re-infected later by sars-cov-2 despite developing immunity?",ask more,1
"eating one zopiclone tablet is invalid, will it be a problem to contract another one?",usage,9
my cosset has diarrhea,treatment method,8
"the medicine i choose is a 50 mg azathioprine tablet, how should i reduce the amount",usage,9
what should i do if a 6-year-old child doesn't like to eat and is lean,treatment method,8
what are the manifestations and diagnoses of foveal pain?,disease manifestations,4
do i have covid 19?,definition,3
why does a healthy body have premature beats?,cause,2
"exculpation me, what is the manuals of evit?",usage,9
"i was diagnosed with pneumonia 2 days ago at med express and was given a prescription for levoquin. i cough up clear phlegm. my research tells me i m being treated for bacterial pneumonia but the clear phlegm ,indicates viral pneumonia. i m a 67 year old male who quit smoking last november.",disease manifestations,4
my baby has diarrhea,treatment method,8
"five and a half months pregnant, back pain and frequent urination",disease manifestations,4
what are the symptom of tetralogy of fallot?,definition,3
"there are small atypical bodies in the vaginal opening and labia minora, but i am not sure if it's. throughout marching, i suddenly establish this thing under myself. thursday, it is stillness the same, no pains, no itching, no peculiar perfume, no determine if you have condyloma acuminatum",definition,3
"my husband has a genetic history of asthma in his family, and he has been coughing all the time these days, so i am very worried. what are the symptoms of cough variant asthma?",symptoms,6
"what are the specific routine and effects of tongmai jiangtang capsules? if i keep bring this medicine, what harm will it do?",ask more,1
what injection is used for brain hemangioma intervention,method,5
"doctor, hello, i have a urinary tract infection, it's not serious, what kind of medicine should i take?",treatment method,8
what's the divergence between heart assault and palpitations,definition,3
how to requisite cefixime dispersible tablets,usage,9
"unrecorded it aright to lie down after inserting it into the anus, so it can only be employs at nuit?",method,5
"hello, what should i do if i can't take insulin. is there a good oral medicine to lower blood sugar?",ask more,1
how can iodin completely cure anal fistula and never recur i've been depressed for three surgery? what should i do??,treatment method,8
"i've bronchiectasis, how should i treat it? preempt chinamen medicine cure it?",method,5
"i often feel chest tightness recently, ask the doctor how to treat it better.",treatment method,8
what music to take for cerebral infarction,applicable disease,0
"not long ago, i went to a medical examination with a friend and was found to have acute pericarditis. i was a little surprised to hear that, but there were no symptoms in my body. and my body is also very healthy and my life is very regular. i want to know what are the most common causes of acute pericarditis?",cause,2
"i'd like to calls, is oral glucose useful when blood pressure is low-spirited?",method,5
is it normal for a three and a half month old baby to blush halfway? does any mother know what's going on?,cause,2
"what's wrongly with my insomnia and dreams at night? i'm 37 weeks fraught, what can i do to improve it?",treatment method,8
i am a diabetic and feel phlegm settling in my throat recently. can i drink strong loquat dew?,applicable disease,0
"frequent urination, urgency, inexhaustible urination, what is the ground",cause,2
how many openings are there in the child's anus,definition,3
the family has a genetic history of diabetes. will this disease evolve into diabetic nephropathy with factors such as age and living environment? want to know how to prevent diabetic nephropathy?,ask more,1
what's the matter with rakehell in the urine?,symptoms,6
quoi is an arachnidian cyst?,symptoms,6
can i withdraw aspirin enteric-coated tablets for high blood pressure? i currently take antihypertensive drugs.,method,5
"hello, i would like to ask if i sweat a lot when i move, can i take the granules to stop sweating?",applicable disease,0
what is the cause of athetosis,cause,2
how much is the habituate or dosage of diclofenac sodium extended-release capsules?,usage,9
what eccentric of arachnoid cysts are there?,definition,3
"dad had high blood pressure a few years ago. during the recent physical examination, the results showed that creatinine was also high. i want to know what should i pay attention to? is high creatinine serious?",ask more,1
what's the weighing with aphasia?,definition,3
how to take with hemorrhoids after giving birth to a children,method,5
can patients with cerebral insufficiency have high blood pressure to take yangxuexuenao granules?,applicable disease,0
"everything was normal during pregnancy. the blood pressure rose the night after the baby was born, and then returned to normal. after taking the cold medicine, i was dizzy and measured the blood pressure to 13090.",cause,2
i was found to have genital warts at the beginning of the month. is there any other more effective treatment besides surgery?,method,5
how can mothers know whether the baby's intelligence is normal? is there any way to measure tidings?,method,5
how to deal with hemorrhoids after giving birth to a child,method,5
"how to get a ripe night's sleep in the second and third trimesters? i've been get from insomnia lately, and often wake up in the middle of the night.",treatment,7
"diabetes at older 66, relapsed in the past 15 days.",symptoms,6
"the anus has a lump, sometimes prolapsed and swollen. what is the matter with hemorrhoids? which is the best hospital for hemorrhoids in beijing?",ask more,1
how many years can i live with interstitial bubbles?,ask more,1
"traveled 2wks ago from fl. to pa. 68 wf. has had fever of 100 , chills at night and some coughing for 5ds. tested negative for flu and x rays of lungs were clear . coronavirus? scarce",disease manifestations,4
"pain in the modest abdomen after sexual intercourse, why...",cause,2
how to reduce swelling of thrombosed external hemorrhoids,treatment,7
"obsessive-compulsive disorder has been in utilized for three years, and it has not been cured however. i have been taking medicine for trey years and it is efficacy, but you cannot take medicine for a long time, adequate?",method,5
"excuse me, what is the reason for stomach pain when menstruation is about to end?",applicable disease,0
"congenital heart disease was found a few days after birth, and congenital heart disease was found at 1 month, persistent arterial trunk type 3, endometrial defect, can surgery be performed",treatment method,8
"we have a neighbor who got epilepsy when he was young when he was beaten on the head with a stick by his father. now when he is sick, no matter where he is, he is sick. it's scary. we were having dinner yesterday. well, i fell ill immediately, and started spitting under the table, it was scary.",symptoms,6
"a colleague has bring sertraline hydrochloride tablets for a calendars of time, but it does not seem to employment. fare somebody know how hanker it consume for sertraline hydrochloride tablets to exercise?",usage,9
quel are the symptoms of spinal cord tumors in kid?,disease manifestations,4
hi. my children and husband were at the doctor yesterday and he has now informed us he has tested positive for covid19 . he has come home to my 2 babies and mom. how long before we can go for a test?,usage,9
quoti want to know whether the oral liquefied of simotang is better to shoot before or after mealsquot,usage,9
"male, 47 years old. he has endured from copd for more than five years. he often feels chest tightfistedness, shortness of breath, difficulty eupnoeic, and worsen at nocturne. please ask a physician, what is the skilful treatment for copd.",method,5
i want to ask if qing'e pill is effective for leg pain caused by lumbar disc herniation? the doctor knows to tell me.,applicable disease,0
i haven't had a bowel movement for 4 days,treatment,7
i have a dry cough and a sore throat. i do not have a fever and a slight headache (could be i need more water) i am 4 months pregnant and not sure if i should be tested for corona?,treatment,7
children always have diarrhea,treatment,7
what is ascending aortic aneurysm?,definition,3
