text,intent,label
"Grandma is not very Old, she has epilepsy, and her family hired a nanny to contract care of her. Usually, when she does not have seizures, it is very normal, and there is no unbalanced person at all. But recently, I have frequent seizures, Miscellaneous? Epilepsy frequently occurs, what medicine should I choose?",treatment,7
"I have been suffering from epilepsy for more than ten years. Since I fainted from a physical exhaustion and caused a general attack, I would like to ask if I am taking too little medicine. Is there a better medicine?",treatment,7
How to treat prolapse of internal hemorrhoids,method,5
Can Ganmao Tuire Granules and Feining Granules be taken together?,usage,9
How can it cause urinary tract infection and what medicine can I take? Who can give me some pointers?,treatment,7
"One-year-old baby has phlegm in his wet throat, how to reduce phlegm",treatment method,8
"How to cure the hemangioma in the middle of the child's chest? Now the child is only 40 days old, and the hemangioma is still growing. We are very anxious. What should I do if the 40-day-old Inner Mongolia baby has a hemangioma on the chest?",treatment,7
What should single do if allergic asthma recurs,treatment,7
"There have been a raft of blisters on the tongue these jours, ovalbumin ampoules and red blisters. It's very sore. It stings even if I do not incite. Basically, it is operose to eat.",definition,3
Is it okay to use potassium permanganate solution immediately after exploitation iodophor?,usage,9
How difficult is pancreatic cancer OR,definition,3
"exempt me, is it suitable to use Pain Swelling sprightliness for palm wear? How does it work! I need a better one.",treatment method,8
"The baby is constipated, but the effect of eating blood in the stool and adding a milk partner is not obvious. What should I do?",treatment method,8
What is inheritance dyssynergia polyneuritis,definition,3
"Hello doctor, I would like to know how is the effect of betel nut thirteen flavor pills for obsessive-compulsive disorder? In a hurry, please help me",applicable disease,0
"2 am a little diminishing and afraid of being nervous. I am direct escitalopram oxalate tablets and lorazepam tablets for two days. I feel a little asphyxiated in the bygone two days, and I do not have adequate breathes. And the doctor , whether to kibosh the drug administration or continues to consume, I heard that it's not easy to stop, what should i do, thanks please everyone!",usage,9
How to handle newborn baby with diarrhea and diarrhea?,treatment method,8
"be it only desirable for children aged 1-6? I wanted to buy hake foie oil for my parents, but when I do back and date that the drug store recommendation it to me, it was not rights. I did not read it carefully",usage,9
What's falsely with cardiac tamponade?,definition,3
"I have high blood pressure, and the blood supply to the brain is a bit insufficient. Can I take indapamide tablets?",applicable disease,0
What to do with remaining palpitations,disease manifestations,4
"Lecithin corpuscle 94%/HP, what does pus 3+ bastardly",definition,3
Whereof is stomachal neurofibromatosis?,definition,3
"The dosage of Glauber's salt and other traditional Chinese medicines is different for fumigation of hemorrhoids. Why? The hemorrhoids can't go back. I have used Ma Yinlong ointment, Anal Thai, and the effect is not good. Now the fumigation is not ideal, how to relieve it?",ask more,1
urethra pain can't hold back,symptoms,6
"Tip on chest radiographs on physical examination: spots and cord-like shadows can be seen in the upper field of the right lung. No cough, no fever. Smoking from 2005 to 2011. After quitting smoking, smoking occasionally since 2011. What is the situation? Thanks. Could it be cancer?",cause,2
"What would happen if a patient with a heart attack took a cough pill, he is an elderly person, and has already taken it. Is it serious?",ask more,1
"My daughter is now five months old. She had a small red spot on her forehead when she was born for half a month. I didn't care about it at the time. After a week, she grew older. Later, I went to the hospital to see that it was a hemangioma, a baby from Inner Mongolia. Does hemangioma laser hurt?",cause,2
What's the matter with men sometimes urinating anguish,cause,2
"I've chronic emphysema. I do not breathe or dickey. I just feel chest tightness. After eating too much lychee and chile pepper, I protrude coughing the adjacent day.",symptoms,6
"Hello, my child is 46 days old. There is a coin-sized red plaque on the middle and outside of the left leg. The color is very light at birth. The longer it is, the darker the color. It is said to be a hemangioma. Is the hemangioma serious and can it be cured in a one-month-old baby?",treatment,7
Can diabetics use Tripterygium wilfordii tablets to treat arthritis?,method,5
"What medicine do I need to contract for two showcase of increased streaks in the lungs - to recover before I had pleurisy when I was five years old, hope the Doctor can help me thank you",treatment,7
"I am 45 years quondam, and I have been suffering from insomnia and forgetfulness recently. I have poor sleep quality for a long time. I forever sleep lightly.",treatment,7
"I want to know if a pregnant woman has osteoarthritis, can I give her glucosamine sulfate capsules?",applicable disease,0
"After taking a lot of mangosteen tea, I went for a physical examination. My blood sugar is a little high.",usage,9
What should I do if my 12-month-old child has high-risk digestion and diarrhea,treatment method,8
What increases the incidence of summit cancer,cause,2
What is interventional therapy for myocardial infarction?,definition,3
"Excuse me, what should I do if the vaginal discharge lasts for two months after menstruation?",treatment,7
Whereof is vanity trauma,definition,3
What are the symptoms of 2-year-old ADHD? The shaver is well-nigh two ages elderly and feels a little hyperactive. I want to know what the 2-year-old ADHD is?,symptoms,6
"Excuse me, do you have to takings methimazole tablets to relieve hyperthyroidism? But this medicine will cause you fat again.",method,5
What illnesses can Aland Brand Glucosamine Chondroitin sulfate Tablets treat?,applicable disease,0
High diastolic blood pressure medication?,usage,9
"Hello, doctor, may I proceeds how the paracetamol suppository should be utilised.",usage,9
What is the dosage of agomelatine? How to have it?,usage,9
Whar does prolapse of hemorrhoid imply?,definition,3
"Woman is disgusting, has a lot of secretions, and is very suffocated",disease manifestations,4
I'm sweating and can't sleep when I stop menstruating. What should I pay attention to? In terms of diet and routine,treatment,7
"I have endocrine disorders recently, how can I fix this?",treatment method,8
"justify me, how should I revenues conjugated estrogen (Hong Lilai) if the ovary secretes minimum estrogen? According to the guidelines, it's 0.3mg, so how should 1 publish 0.3mg? Hurry up~",usage,9
Will spleen and stomach deficiency cause endocrine cark,treatment method,8
How to treat ejaculation pain and blood?,treatment,7
"The menstruation came on Dimitry 12th, and the menstruation is fluently detain. Now the progesterone is 30.49nmol/l. The hcg is 2170IU/L, is it rule?",definition,3
"Epilepticus is a chronic brain disease that is difficult to treat. Epilepsy occurs regardless of location, and it is easy to cause many unpredictable harm to patients when it occurs. Understanding the factors that induce epilepsy is important for preventing epilepsy. has an important role. So, what are the factors that induce epilepsy?",cause,2
"Epilepticus is a kind of stubborn disease that develops relatively slowly. After suffering from epilepsy, it demand a long treatment sentence. In addition to scientific treatment, daily dietary handle is also very important for epilepsy patients. .",definition,3
"I didn't relapse later, will it cause great sequelae to affect my body? I have suffered from hysteria",symptoms,6
"Two months ago, I held back urine for several days in the afternoon, which led to kidney discomfort and a few days of frequent urination. A few weeks ago, I found that I had urgency and frequent urination. Now, this is not cystitis, I want to ask if holding back urine will cause cystitis",cause,2
Which insulin injection is better for pedigree sugar control?,method,5
Aesculus tablet?? What kind of medicine is the Aesculus tablet for trigeminal neuralgia?,applicable disease,0
"learn two hepatic hemangiomas, less than two centimetre in size, often felt fagged, poor appetite, belly distension! And gallbladder lapidate! How can it be heal, are there any typeface of cure?",method,5
Doctor; What should I do if my child has a 17mm by 18mm hemangioma during physical examination? How to treat a cavernous hemangioma in a baby in Inner Mongolia?,treatment method,8
What is traumatic pneumothorax,definition,3
Can tics be cured? Will there be sequelae after no treatment?,ask more,1
"Want to know if diabetics can contract Xiaoke pills? Some people say they can take it, and some people say they can't need it.",applicable disease,0
I want to ask if you can take Wenxin Granules directly with water instead of flushing them in a cup,usage,9
How to describe hypoplastic hydrocephalus,definition,3
I am a myocardial infarction patient and I am worried that I will have an assault at any time. can I use Wanfu's new product ECG-EASY (handheld ECG)?,usage,9
"A few days ago, I discovered that there were two or two small inwardness wrench risen on both sides of the upper labia majora, which is the sort that mature on other people's ears. Could it be condyloma acuminatum?",disease manifestations,4
The child has red dots on his belly. It grows bigger and bigger. It doesn't matter if he is asymptomatic. Is the red dot on the baby's belly in Inner Mongolia a hemangioma?,symptoms,6
"After drinking Aguiyang blood sugar, my hands and feet broke, can I still drink it?",applicable disease,0
"I am a entrant in high school, I bouncy on campus, and I cannot command myself when I endure dwellings on weekends to do homework. I usually do not excel in all aspects of school, my grades are average, and I unceasingly feel lonely. I wantto to learn dancing, and I'm scared of postponing contemplate, what should I do?",symptoms,6
"What does it mean that the new stomach must not be used for more than 7 days? I have been using it for 2 months, is there anything wrong?",ask more,1
"I am a diabetic, how should I take medicine? What is the dosage?",ask more,1
trine year old diarrhea,cause,2
"What's the matter with the cold hands and feet? I'm flustered, what kind of medicine should I direct?",treatment method,8
"Can the doctor eat wolfberry for low blood sugar? How many grams? What should ace do, please?",method,5
What should I do if my leg hurts? I don't usually walk much. I just take a walk after eating. What should I do.,treatment,7
"Doctor, hello, my left face was hit by an iron bar 50 days ago. I had a few stitches at that time. I started to have a headache half a month ago. I checked CT today and found cerebral hemorrhage. Is it related to the injury 50 days ago?",cause,2
What's the matter with the hiccups after the enfants was born more than 64 daytime ago,disease manifestations,4
"Hello, my friend has depression, may I require, do I need to consume fluoxetine hydrochloride dispersible tablets for a long time?",usage,9
"I felt palpitations recently. I went to the hospital for a check-up. When the physical examination report came out, my heart was flustered. It was sinus bradycardia. I would like to ask what is the cause of sinus bradycardia?",cause,2
Quoi is fretfulness?,definition,3
What Chinese medicine is used for bleeding hemorrhoids,treatment,7
How much is the utilisation or dose of diclofenac sodium extended-release capsules?,usage,9
"There are a lot of small red dots on the baby's calf. Is the hospital saying that the hemangioma is serious?, Is it dangerous for a baby in Inner Mongolia to have a hemangioma on the calf?",symptoms,6
Can hemorrhoids be cured,ask more,1
";Hello, doctor, I would like to inquire about the symptoms of urethritis",disease manifestations,4
My brother has just been diagnosed with vitiligo. It is an early stage. It grows on the arm. Is there anything I should pay attention to? How will vitiligo affect him?,ask more,1
What is the main-pulmonary septal defect,definition,3
testament breastfed babe be constipated??,symptoms,6
What should I do if my period is delayed a lot?,cause,2
what risk am i from coronavirus as i have vte?,definition,3
"Headache and ct showed mild cerebral thrombosis, one doctor said it was okay, one was hospitalized",treatment method,8
What medicine can I take for UTI during lactation,treatment,7
"Excuse me, my menstruation is normal, but what should I do if I have been married for more than half a year and have no children?",treatment method,8
What to do with open traumatic brain injury,treatment method,8
What should I pay attention to after having a superficial depressed adenoma? Will it act into cancer?,ask more,1
personify angina undergo shoulders,definition,3
How to use compound aluminum hydroxide poll properly? How much is appropriate for one day?,usage,9
"I want to know the clinical symptoms of epilepsy. My elder brother has been suffering from epilepsy since he was a shaver. unity heard about this from my mother, but unity have also seen my elder brother scram puke. It's scary. Every time He drop on the primer and twitched when he arrive sick. His eyes were white. He has been using medicines to mastery him for many years, and the situation is not bad. But now I feel that he has more seizures, so I want to help him consult the honest way to treat this disease. Great way. My eldest brother has epilepsy, what are the adept treatments for this disease?",treatment method,8
"Hello, I would like to ask what the drug Zopiclone can be used for?",applicable disease,0
"Purchased it at a pharmacy, but the command do not say that children can eat it, how commonly, and can it be eaten?",usage,9
"Female, 34 years sometimes, has high stemma pressure. I desire to acquiring a month's supply of this medicament and necessitate it back to my hometown. I probably needed to corrupt a few boxes.",usage,9
"There was blood in the ca-ca two days ago, and there was little nub in the anus. The defecation is normal. I've uses hemorrhoid moisturizer for two days. two wish to know both I've internal hemorrhoids or external hemorrhoids",disease manifestations,4
"It's been a while, is there any way to help me? Bladder stones",treatment,7
follow it normal for a gigantic fava bean induration in the anterior vaginal fornix to be aristocratic?,definition,3
"I am 76 years old, with a geez high two, can unity withdrew Angong Niuhuang Pills and how to rent them?",usage,9
"I want to ask about diarrhea. iodine have taken medicated in the afternoon from 8:00 a.m. yesterday, but it again does not collaboration. rear Bacillus licheniformis capsules and Smecta be select together?",usage,9
"Repeated allergic asthma, how to control it",treatment,7
"Excuse me, what's wrong with bleeding after menstruation?",cause,2
"About half a month ago, abdominal pain and bleeding, the doctor who took the film said it was a hemangioma. When is the best treatment time for a baby in Inner Mongolia with a hemangioma?",treatment,7
"Hello, can Zofrisperidone be utilize to treat chronic schizophrenia?",applicable disease,0
How long can iodin reward levonorgestrel and ethinyl estradiol tablets for intercourse?,method,5
Can I take Cialis for coronary philia disease?,applicable disease,0
"As we all know, epilepsy is a common stubborn disease in daily life, which causes many troubles to people's lives, and also seriously endangers the health of epilepsy patients, especially when epilepsy occurs. Epilepsy patients have been tortured, so epilepsy must be treated in time. So, how to cure epilepsy in children?",treatment,7
"The 17-year-old child has a sore throat due to a cold, and then has phlegm, cough and asthma, and wants to do nebulization. How should unity utilise the music, thank you",usage,9
"Hello, one day after the appendix operation, the patient was dizzy and weak in his limbs. All the indicators were checked, and there was no abnormality. Now it is the second day, and he is still dizzy and has no food. The patient's body is a little fat, a little What's the matter with hypertension",disease manifestations,4
Medicine for male urethritis,treatment,7
I want to consult how to goody my indoor and external hemorrhoids well now?,method,5
"how much will this cost? i have had pneumonia 8 time last year. not 1 specialist could find the bacteria causing this. by december of that year i almost passed away. i had just been dismissed by a hospital and sent home, and 1 hour layer i could barely breathe. i was filling up with fluid and foamy blood was coming out. the paramedics saved me and took me to another hospital the drs. found a serious heart condition, still waiting for open heart surgery. i fill up to my bronchials with fluid every few weeks, it bubbles up and i can hear gurgling. i have no lung problems, such as copd, or emphasyma. what can i do.",treatment,7
How many tablets of furosemide should be charter a day,usage,9
Where is the hospital for treating autism in Guangxi?,ask more,1
"It is well-fixed to fall asleep at night, but iodine have been dreaming all night, and the quality of sleep is passing poor. This happened some time ago, why is it recurring now.",cause,2
What's inaccurate with the child's ashen stool,disease manifestations,4
How much does it cost to sit for hemorrhoid surgery. How much is the most serious,treatment method,8
"What does Zoloft Sertraline Hydrochloride do, and what diseases can it dainty?",applicable disease,0
"What should I do if I've vitiligo in Shenyang in sommer? Recently, there are many maculation on his back. After he die to the hospital for scrutiny, he articulated it was vitiligo. How to kickshaw it? Thanking you medical, what should I do if my children has vitiligo in summer What to do?",method,5
"Unfortunately, two of my friend has condense condyloma acuminatum, which is very serious. I heard that he is currently wading in the hospital. I did not turn to schmooze for revere of infection. What is the topper treatment for condyloma acuminatum? Beforehand treatment mooring: Quoi kind of helper do you desire to spliff: Quoi is the topper treatment for condyloma acuminatum",method,5
"Hello, I started yesterday. I had some pain discomfort when I urinated. I seem to have a urgency to urinate today. I checked and today they all said it was a urinary tract infection. How can I treat it? ?",treatment method,8
"I don't know why recently, I have been urinating frequently, what's the matter?",disease manifestations,4
"Can vinegar promote sleep? I have insomnia after giving birth to a child, what should I do?",ask more,1
What causes COPD,cause,2
"Though it's possible to minimal blood sugar, how many courses of treatment should I contain if the blood sugar level is above 11 o'clock?",usage,9
Blood sugar at 10.3. What kind of medicine can I use to treat the mixed and Menton insulin?,method,5
"Over and over again, come again, the doctor said that the toxins in the lungs cannot be excreted from the body, is that so, what should I do?",ask more,1
"Hello, may I ask if Okewei High Potential Therapy Apparatus is beneficial for the treatment of cerebral infarct?",usage,9
"Hello medico now, I took my baby to the hospital for kids adores. During the brain B, I found bilateral subependymal cysts on the left 11.5*3.3mm on the right 1.4*3.0mm cystic faint group without flagrant blood. deadline signal ultrasound expedited: bilateral subependymal cyst with left lateral ventricle enlargement",method,5
"I have bronchitis. I've a cold these jours, a stuffy pry, and a fever. My snot is yellow.",disease manifestations,4
What's the reason for the cramp on the fourth toe of the left foot? Are you okay? I'm currently 7 months pregnant!,cause,2
Does cerebral palsy syndrome require surgery?,method,5
I would like to ask if Enalapril Maleate Tablets can be taken with Nifedipine Extended Release Tablets?,usage,9
"Hello, doctor, may I ask, my mother is a type 2 diabetes patient, should I take quenching thirst hypoglycemic capsules before or after meals?",usage,9
"My appetite has not been very good for the past two days, and my body is still hot. ace haven't live to the hospital for examination. Recently, ace have frequent bowel motility and blood in my stool. How can I treat acute proctitis?",treatment,7
"Yesterday I found a white pimple on the inner side of the labia minora. After removing it, it was a small pit. It doesn't hurt. It usually itches but not very often. Is it condyloma acuminatum?",disease manifestations,4
"Hello, 1 would like to ask if the drug lorazepam is good for you, doctor? If potential, I hope I can buy some",applicable disease,0
"how-do-you-do, what should I do if my lungs are injured and gas?",treatment method,8
"urgency, frequency, dysuria, descent in pee",symptoms,6
What exactly is boob Cancer,definition,3
"How to remove pimples on the face, it's better to be faster",treatment,7
"There are small unorthodox bodies in the vaginal shortcoming and labia minora, but I am not sure if it is. Throughout March, I suddenly found this thing under myself. Yesterday, it is allay the same, no painfulness, no dermatitis, no peculiar smell, no Determine if you have condyloma acuminatum",disease manifestations,4
"The 17-year-old child has a sore throat due to a cold, and then has phlegm, cough and asthma, and wants to do nebulization. How should I use the medicine, thank you",usage,9
"Want to ask, how long is a course of taking Shenxiong Wenyang Capsules? How many courses should I take?",ask more,1
"Hello, a patient has just had a brain hemorrhage operation. After returning home, he felt phlegm in his nostrils and entered his throat. What's the matter?",cause,2
Does hypertension treatment also regulate psychology?,method,5
"I'm not interested in doing anything, I don't want to do anything, I just want to lie down and then I want to live. What's the point of living? For a person like me, living is a pain. It brings pain to the people around me. What scares me is that the idea of ​​suicide is getting stronger. When I'm alone, I can't help myself. Sometimes I cry for no reason. It's really painful. What's wrong with me?",definition,3
"Hello, may I take Simo Tang oral liquid before or after meals?",usage,9
What's choke on with spinal cord compressor,definition,3
Does obsessive-compulsive disorder cause nervous hand tremors,symptoms,6
"Diabetes for ten years, heavy smoking, hair loss, what kind of medicine is better for the current situation?",symptoms,6
How long is a viable course of treatment for Calcium?,usage,9
May I ask what is better for patients with enteritis?,treatment method,8
"Sometimes there is a lot of urine, sometimes not much, not much food, just dry lips and uncomfortable, and lethargy, the smell of urine is a bit like rotten food, urine test for urinary tract infection",symptoms,6
"What should I do with multiple hemangiomas? The hemangioma on the child's hand is red, raised, and the size of a grain of rice. Where can I cure the hemangioma in an infant in Inner Mongolia?",symptoms,6
"Xi'an Epilepsy Treatments? Epilepsy is a mutual disease in our daily life. Every day, countless people are combats epilepsy. We cannot read the ail. Some people yet suffer from epilepsy. puzzled his life. With the development of science and technology, there are more and more measures to diagnose and treat epilepsy. inch orders to aid epilepsy patients better addressing epilepsy, what is the latest treatment for epilepsy?",method,5
Can Rongchang Anal Tai Navel wedge be used with Mayinglong Hemorrhoid Cream?,usage,9
What's the counts with spitting blood,disease manifestations,4
What is the disease of previous atrial contraction,definition,3
What is the disease of myocardial infarction complicated by ventricular septal perforation,definition,3
"ECG color ultrasound results, a small amount of tricuspid regurgitation, this is not to use drugs.",treatment,7
What is variance Asthma,definition,3
"lymphadenitis, drab bureau,",symptoms,6
I am now the third brittle bone on the left side. The pain was when I fell while working on the 12/20. It didn't hurt when I just fell. Now it hurts a lot of panting. I went to take a picture on the 12/22. The doctor of the film said that there was no obvious fracture. The doctor said that the fracture of the brittle bone cannot be ruled out,disease manifestations,4
What is the elementary mediastinal malignancy,definition,3
"I privation to ask, the doctor prescribed Baohe Pill, the effect is not obvious, what should I do?",applicable disease,0
What is congenital diaphragmatic hernia,definition,3
How to names temporal lobe epilepsy,symptoms,6
"Hello doctor, may I ask, what is the effect of emphysema tablets, boils emphysema and chronic bronchitis? My grandma is 72 years old and has chronic bronchitis for many years. Good.",applicable disease,0
Does angina hurt for many days?,disease manifestations,4
Where can I watch the video of baby changing pants and changing diapers? I want to show it to my dad so he can learn.,usage,9
"I just checked out condyloma acuminatum yesterday. Is there any way to cure it, because I saw something raise under my boyfriend the year before last, I didn't remark it at the time, but now it calculate alike condyloma acuminatum",treatment method,8
"Hello, for the discourse of depression, which one is better, paroxetine hydrochloride or Daixin?",applicable disease,0
The result testicle is sore and agonizing?,disease manifestations,4
The hemangioma on the baby's eyelid and forehead has not disappeared at one year old. What should I do? How can I cure the hemangioma on the baby's eyelid in Inner Mongolia?,disease manifestations,4
What is the vaginal pain after urinating?,disease manifestations,4
"Excuse me, what should iodin do for bleeding during sexual intercourse and increased leucorrhea?",treatment method,8
Sudden sudden pain! What should I do?,treatment method,8
"Atrial fibrillation, surgery or medication",treatment method,8
What are the TCM treatments for lung cancer,treatment method,8
What should the elderly pay attention to in normal pressure hydrocephalus,symptoms,6
"Hello, I would like to ask who is suitable for An Gong Niuhuang Pill, thank you",applicable disease,0
What should I do if ane have frequent diarrhea?,treatment method,8
I have not been to the toilet for a few minutes and I still wish to break to the toilet,symptoms,6
I was cured of tuberculosis more than seventeen yr before. I was bitten by a grass crawler when I went up the mickle. I often had a fever. I went to the hospital to verifies and allege it was tuberculous forestry encephalitis. arse this disease be cured?,disease manifestations,4
Child Gastroenteritis.,symptoms,6
"As promptly as the leg is strained, there will be a pit at the knee, and then there will be a toilsome bagful in front of the crotch. Looking down from the superior, the thigh is very midst.",symptoms,6
"That part hurts very much. Just twisting the sacrum will hurt when you sit anywhere. It's not a kind of episodic pain. It hurts as long as you move that part, and it hurts for about half a month. I went to the hospital for an examination: the bones are not damaged anyway, the bones are all right. I have never hit the buttocks in the past. I used a lot of water to clean the anus when I took a bath. I don't know if it has anything to do with this?",cause,2
Quel are the symptom of menopausal hypertension?,disease manifestations,4
I can't sleep in the third trimester of pregnancy and have severe insomnia. How can I deal with it? I have to toss in bed for more than an hour every night now.,treatment,7
"Excuse me, what should I do if my period is unstable and there is a small lineage clot?",treatment method,8
"Frequent urination, what medicine specifically can I take to relieve urgency?",treatment method,8
"My friend suffered from traumatic brain injury in an accident four years ago and had epileptic seizures. His limbs twitched, his eyes were turned up, his teeth were locked, and he was unconscious. What are the common symptoms of epilepsy? I want to know whether the disease is good for treatment, I hope to know some common symptoms of epilepsy.",symptoms,6
crapper Yaoxitong capsule be taken with Coptis chinensis?,method,5
Whereof are the symptom of COPD?,symptoms,6
"Blood in the stool, stomach pain, and blood in the stool several times a day, what is the cause of the blood in the stool?",cause,2
"Baby has high febrility and convulsions, what should i do? My baby is only one and a half years old and has had three high temperature seizures.",treatment method,8
How to treat diarrhea in infants and young children,treatment method,8
Is it rubella with some red-faced pimples on my stomachache?,definition,3
How about the effect of Qufeng Zhitong Pill? How long does it subscribe to work?,ask more,1
What sorts of spiderly cysts are there?,definition,3
Why do I want to go to the toilet as soon as I drink water,cause,2
"Haemorrhoids in the anus, what medicine should I use?",treatment method,8
"How long can I live with diabetes can I eat Jinshuangqi, Ganlu Xiaoke capsules?",ask more,1
question about pamper constipation,treatment,7
"Look at the constipation specialist hospital in Nanchong, what is the cause of constipation?",cause,2
Whereof is the disease,symptoms,6
I don't have enough activity and found that I have external hemorrhoids. I want to know what are the dangers of external hemorrhoids and how to treat them?,ask more,1
What is intellectual disability?,definition,3
"I would like to ask, what is the reason for the sudden frequency of urination, urgency and blood in the urine, and how to treat it",ask more,1
"Where is the best epilepsy hospital in Kunming? 6. The limbs do not obey commands, shake randomly, and the brain is awake. The cause of the disease is that the high fever does not go away after taking antipyretics for 10 hours and then fever. What are the symptoms of epilepsy? ?Which is the best epilepsy hospital?",ask more,1
"Sleeping while sitting, drooling, drinking a lot of water, right eyeball is crooked to the outer corner of the eye, left foot wears old shoes, walks slowly, had a car accident 10 years ago with cerebral hemorrhage and underwent craniotomy,",disease manifestations,4
What kind of cod liver oil is honest for a one-year-old baby? What brand of cod liver oil do other mothers give their mollycoddle?,applicable disease,0
"I have had phlegm for about three years since I had a cold before, and I took medicine in the middle. The medicine turned out to be more serious this morning. My nose is stuffy, my throat is sore, and I can't cough up phlegm.",symptoms,6
The patient is my father. He has had high blood pressure for the past two years and has no obvious physical discomfort. This is the medical examination form of their unit two days ago. What does the increase in the tumor marker CA199 mean?,definition,3
arrange pulmonary encephalopathy require surgeries?,method,5
"When I go to the toilet every day, the stool is very smelly, what is the cause? What should I do?",cause,2
"My father is very addicted to alcohol. He often goes out to drink until he comes back late. It is useless to persuade him. These days, he said that he woke up with pain in his right chest the next day after drinking. Excuse me, What to do with right chest pain after drinking alcohol?",treatment,7
Insomnia at night and often wake up in the middle of the night. Is this the case for all people in the third trimester? It's so painful. Now every day is lack of sleep.,cause,2
What are the conditions for taking calcium gluconate? What denotation belong to calcium gluconate?,applicable disease,0
How does Chinese medicine treat angina pectoris,method,5
"My son has congenital heart disease, is it okay to payoff Qili Qiangxin Capsules?",applicable disease,0
What is the disease of hysterical vertigo gait?,definition,3
"The inspection found that several places are high, why is Baidu genital herpes, is my inspection a sexually transmitted disease?",definition,3
"I'm a sophomore. When I was in high school, there was an obvious sound of airflow in my left ear, and there was a resonance phenomenon when I spoke, but it was relatively mild before, only about thirty or forty minutes a day. It has been a lot of one or two hours for two years, and I have taken mecobalamin tablets and ginkgo biloba drop pills for the past two months to improve, but there is still such a situation, what is going on?",cause,2
How to treat variant asthma?,treatment,7
Is 139 blood pressure high blood pressure?,cause,2
Is Shexiang Baoxin Pill suitable for 75-year-olds? Is there any connection?,ask more,1
"I always tremble all over my body, and my whole body twitches when I'm sick. Now the doctor prescribed carbamazepine, and my condition is a little better, but I heard that epilepsy may be hereditary. Is it true?",definition,3
prat rheumatoid arthritis utilizes Tripterygium wilfordii tablets?,method,5
"I just had hemorrhoid surgery, can single boozed black crybaby soup and it'll get hot?",usage,9
What's wrong with spitting up after taking polio sugar pills?,cause,2
"I haven't had my period for a month, well can I drink Aguiyang blood serum for conditioning?",applicable disease,0
How does COPD workout lung functioning?,method,5
"I don't know how many years I have been sick. When I was less than one year old, the high fever did not X away for several days, and then for about terzetto months after ane retired, the child keep rolling his eyes. When I was more than nonpareil yr old and could walk, I was always in a daze. Sometimes I suddenly sat on the ground, with a sallow face and a piddling twitching. I didn't pay much attention to it at inaugural. I didn't realize that the minor was sick until last year, when the child foamed at the sass and twitched all over the consistency. I went to the hospital and said it was epilepsy. How can I address it?",treatment method,8
comprise there any statement on the usage and dosage of Qianggu Shengxue Oral swam?,usage,9
ass forged breath be healed?,method,5
"I would like to consult a doctor, this 25-year-old, can I take mirtazapine tablets for depression?",usage,9
equal Shexiang Baoxin Pill suitable for 75-year-olds? Is there any effect?,ask more,1
"A fourteen minor has been coughing for triplet months and it is complex to cure, what should i do?",method,5
What is the treatment for flat chest,treatment,7
Can pregnant women be dealing with Citalopram Hydrobromide?,usage,9
"if allegra use is associated with increased risk of viral infections, isn't it dangerous to take it during the coronavirus pandemic?",ask more,1
What is the maladies of premature ventricular compression,definition,3
What's the matter with stomach pain after intercourse? How...,treatment,7
What should iodine do if my brain is in a coma?,treatment,7
"Recurrence of genital herpes is frequent. Can Chinese medicine cure it completely? In 2013, the cancer has not been cured. Personally I apply some ointment every time I get sick, and I have never used other medicines.",treatment method,8
"Bengbu Epilepsy Clinic?? My father suffers from epilepsy, but I don't have it. I have been married for many years and have not dared to have children because of genetic factors. Then, what are the guidelines for the treatment of epilepsy",method,5
How to treat connective tissue extraneous hemorrhoids?,method,5
What is thrombolytic therapy for myocardial infarction?,method,5
I went to the hospital today for a CT scan. The doctor said that my lungs are abnormal. Can I ask what the disease is?,disease manifestations,4
"arse a 5-month-old baby receive hemangioma treatment? The hemangioma grows on the child's head, it is said to be a cavernous haemangioma, with bulges, and a cavernous rake vessel on the baby's principal in Inner Mongolia How is the tumor treated?",treatment,7
What happened to the skull defect?,cause,2
"I have high blood insistency, I do not know whether to eat ginkgo leave before or after meals?",usage,9
There's something hard next to the anus. It hurts. Sometimes it hurts to walk but no blood in the stool. I want to know what to do now...I'm a student,treatment,7
What is inherited ataxia polyneuritis,definition,3
"Hello, I'd like to poser, how to select Ruizhiqingnimesulide granules? Granules?",usage,9
"What is polio? I heard some sire discuss polio, I'm curious, who knows what polio is?",definition,3
What is COPD and how to treat it?,ask more,1
Can I use chlorzoxazone tablets to relieve muscle soreness after exercise?,applicable disease,0
"Baby is 10 monthly old, why does breastfeeding cause indigestion? A wad of poop every day",disease manifestations,4
"Fever of 38 degrees and feeling headache, no energy, nausea, vomiting, thirst",symptoms,6
"The medicine I started fill not prospicient ago, the therapeutic effect is not clear, a friend kindly introduced it to me, I must try it",applicable disease,0
"Diabetes, I have been taking Jinlida Granules for about a year, and the condition has been well contain. Below decade o'clock, should I continue to take this medicine or should I change it properly?",applicable disease,0
Hello! Can I take venlafaxine hydrochloride extended-release capsules if you suffer from anxiety? What is the dosage?,usage,9
"Wet itching outside the anus, occasional bleeding in stool, without surgery, can it be cured by taking medicine?",treatment,7
"I would like to ask a question, I frequently urinate, I feel uncomfortable in my lower abdomen when I hold back urination, and I often feel like urinating.",symptoms,6
What are the symptoms of chronic anorectal inflammation? What drugs are used to effectively treat it?,ask more,1
"I have been suffering from emphysema for many years. I haven't taken the right medicine before, and it has been uncomfortable. Is there anything that can improve it?",treatment,7
